Date,MSFT,AAPL,META,ORCL,GOOGL,AMZN,NVDA,ADBE,CRM,INTC,^GSPC
,MSFT,AAPL,META,ORCL,GOOGL,AMZN,NVDA,ADBE,CRM,INTC,^GSPC
2026-01-29,432.51,257.8,737.68,168.42,338.01,241.73,192.5,291.65,213.55,48.66,6969.01
2026-01-30,429.31,259.0,715.89,164.01,337.76,239.3,191.12,293.25,211.76,46.47,6939.03
2026-02-02,422.41,269.51,705.81,159.5,343.45,242.96,185.6,293.38,210.28,48.81,6976.44
2026-02-03,410.27,268.98,691.11,154.13,339.47,238.62,180.33,271.93,195.89,49.25,6917.81
2026-02-04,413.25,275.98,668.42,146.16,332.81,232.99,174.18,279.71,198.94,48.6,6882.72
2026-02-05,392.77,275.4,669.64,136.0,331.02,222.69,171.87,269.39,189.5,48.24,6798.4
2026-02-06,400.23,277.6,660.89,142.32,322.63,210.32,185.4,268.38,190.87,50.59,6932.3
2026-02-09,412.66,274.37,676.64,156.04,324.09,208.72,190.03,266.9,193.55,50.24,6964.82
2026-02-10,412.33,273.43,670.15,159.33,318.36,206.96,188.53,264.67,192.97,47.13,6941.81
2026-02-11,403.45,275.25,668.12,156.61,310.74,204.08,190.04,257.16,184.54,48.29,6941.47
2026-02-12,400.92,261.49,649.25,155.94,308.78,199.6,186.93,262.5,184.97,46.48,6832.76
2026-02-13,400.41,255.54,639.22,159.58,305.5,198.79,182.8,263.97,189.25,46.79,6836.17
2026-02-17,395.96,263.64,638.74,153.43,301.81,201.15,184.96,260.45,183.83,46.18,6843.22
2026-02-18,398.69,264.11,642.67,155.63,303.12,204.79,187.97,263.17,187.32,45.46,6881.31
2026-02-19,398.46,260.34,644.23,156.0,302.64,204.86,187.89,259.21,184.83,44.62,6861.89
2026-02-20,397.23,264.34,655.1,147.56,314.76,210.11,189.81,258.61,184.7,44.11,6909.51
2026-02-23,384.47,265.93,636.7,140.82,311.27,205.27,191.54,246.68,177.72,43.63,6837.75
2026-02-24,389.0,271.89,638.75,145.63,310.68,208.56,192.84,255.17,184.96,46.12,6890.07
2026-02-25,400.6,273.98,653.13,147.38,312.68,210.64,195.55,257.81,191.27,46.88,6946.13
2026-02-26,401.72,272.7,656.45,149.79,307.16,207.92,184.88,259.04,198.97,45.46,6908.86
2026-02-27,392.74,263.94,647.63,144.89,311.54,210.0,177.18,262.41,194.3,45.61,6878.88
2026-03-02,398.55,264.48,653.0,148.73,306.3,208.39,182.47,260.88,192.47,45.5,6881.62
2026-03-03,403.93,263.51,654.52,148.49,303.37,208.73,180.04,270.99,195.56,43.1,6816.63
2026-03-04,405.2,262.28,667.16,151.84,302.92,216.82,183.03,273.12,192.6,45.58,6869.5
2026-03-05,410.68,260.05,660.0,154.25,300.67,218.94,183.33,281.74,200.89,45.95,6830.71
2026-03-06,408.96,257.22,644.31,152.43,298.31,213.21,177.81,283.62,201.61,43.42,6740.02
2026-03-09,409.41,259.64,646.84,151.03,306.36,213.49,182.64,282.44,198.29,45.58,6795.99
2026-03-10,405.76,260.59,653.51,148.88,307.04,214.33,184.76,275.13,194.42,46.78,6781.48
2026-03-11,404.88,260.57,654.3,162.55,308.7,212.65,186.03,273.71,193.65,47.98,6775.8
2026-03-12,401.86,255.52,637.63,158.61,303.55,209.53,183.14,269.78,198.78,45.25,6672.62
2026-03-13,395.55,249.89,613.18,154.57,302.28,207.67,180.25,249.32,192.35,45.77,6632.19
2026-03-16,399.95,252.59,627.45,155.43,305.56,211.74,183.22,251.86,197.85,45.76,6699.38
2026-03-17,399.41,254.0,622.66,154.15,310.92,215.2,181.93,254.2,194.82,44.06,6716.09
2026-03-18,391.79,249.71,615.68,152.37,307.69,209.87,180.4,246.0,193.86,45.03,6624.7
2026-03-19,389.02,248.73,606.7,154.98,307.13,208.76,178.56,245.99,194.5,46.18,6606.49
2026-03-20,381.87,247.76,593.66,149.16,301.0,205.37,172.7,248.15,194.89,43.87,6506.48
2026-03-23,383.0,251.26,604.06,153.8,302.06,210.14,175.64,247.64,194.69,44.01,6581.0
2026-03-24,372.74,251.41,592.92,146.58,290.44,207.24,175.2,238.87,182.56,44.06,6556.37
2026-03-25,371.04,252.39,594.89,145.51,290.93,211.71,178.68,237.25,181.51,47.18,6591.9
2026-03-26,365.97,252.66,547.54,142.31,280.92,207.54,171.24,240.88,185.18,44.1,6477.16
2026-03-27,356.77,248.57,525.72,139.17,274.34,199.34,167.52,234.84,178.86,43.13,6368.85
2026-03-30,358.96,246.4,536.38,138.32,273.5,200.95,165.17,241.13,184.57,41.19,6343.72
2026-03-31,370.17,253.56,572.13,146.6,287.56,208.27,174.4,243.08,186.2,44.13,6528.52
2026-04-01,369.37,255.39,579.23,144.72,297.39,210.57,175.75,241.37,185.78,48.03,6575.32
2026-04-02,373.46,255.68,574.46,145.87,295.77,209.77,177.39,242.92,186.71,50.38,6582.69
2026-04-06,372.88,258.62,573.02,145.03,299.99,212.79,177.64,244.36,184.57,50.78,6611.83
2026-04-07,372.29,253.27,575.05,142.67,305.46,213.77,178.1,240.14,182.5,52.91,6616.85
2026-04-08,374.33,258.66,612.42,143.16,317.32,221.25,182.08,239.31,175.93,58.95,6782.81
2026-04-09,373.07,260.25,628.39,137.86,318.49,233.65,183.91,229.94,170.85,61.72,6824.66
2026-04-10,370.87,260.24,629.86,138.09,317.24,238.38,188.63,225.35,164.96,62.38,6816.89
2026-04-13,384.37,258.96,634.53,155.62,321.31,239.89,189.31,240.11,172.82,65.18,6886.24
2026-04-14,393.11,258.59,662.49,163.0,332.91,249.02,196.51,235.72,171.31,63.81,6967.38
2026-04-15,411.22,266.18,671.58,169.81,337.12,248.5,198.87,244.66,177.6,64.94,7022.95
2026-04-16,420.26,263.16,676.87,178.34,336.02,249.7,198.35,248.16,181.22,68.5,7041.28
2026-04-17,422.79,269.98,688.55,175.06,341.68,250.56,201.68,244.45,182.14,68.5,7126.06
2026-04-20,418.07,272.8,670.91,177.58,337.42,248.28,202.06,248.63,186.27,65.7,7109.14
2026-04-21,424.16,265.93,668.84,181.17,332.29,249.91,199.88,247.18,187.11,66.26,7064.01
2026-04-22,432.92,272.92,674.72,187.5,339.32,255.36,202.5,255.94,189.8,65.27,7137.9
2026-04-23,415.75,273.18,659.15,176.28,338.89,255.08,199.64,238.98,173.3,66.78,7108.4
2026-04-24,424.62,270.81,675.03,173.28,344.4,263.99,208.27,245.44,178.16,82.54,7165.08
2026-04-27,424.82,267.36,678.62,172.96,350.34,261.12,216.61,239.31,180.18,84.99,7173.91
2026-04-28,429.25,270.46,671.34,165.96,349.78,259.7,213.17,243.2,181.32,84.52,7138.8
2026-04-29,424.46,269.92,669.12,163.83,349.94,263.04,209.25,243.57,181.22,94.75,7135.95
2026-04-30,407.78,271.1,611.91,161.39,384.8,265.06,199.57,246.1,176.53,94.48,7209.01
2026-05-01,414.44,279.88,608.75,171.83,385.69,268.26,198.45,250.71,183.82,99.62,7230.12
2026-05-04,413.62,276.58,610.41,180.29,383.25,272.05,198.48,253.96,185.48,95.78,7200.75
2026-05-05,411.38,283.92,604.96,185.35,388.43,273.55,196.5,255.62,186.99,108.15,7259.22
2026-05-06,413.96,287.25,612.88,194.03,398.04,274.99,207.83,250.17,181.19,113.01,7365.12
2026-05-07,420.77,287.18,616.81,194.59,397.99,271.17,211.5,256.51,186.34,109.62,7337.11
2026-05-08,415.12,293.05,609.63,195.95,400.8,272.68,215.2,253.04,181.82,124.92,7398.93
2026-05-11,412.66,292.68,598.86,193.84,388.64,268.99,219.44,246.15,177.49,129.44,7412.84
2026-05-12,407.77,294.8,603.0,186.83,387.35,265.82,220.78,240.83,171.31,120.61,7400.96
2026-05-13,405.21,298.87,616.63,189.76,402.62,270.13,225.83,236.07,165.84,120.29,7444.25
2026-05-14,409.43,298.21,618.43,195.61,401.07,267.22,235.74,237.01,167.58,115.93,7501.24
2026-05-15,421.92,300.23,614.23,192.95,396.78,264.14,225.32,247.6,173.51,108.77,7408.5
